,description,category,entrepreneurs,location,website,website_length,shark1,shark2,shark3,shark4,shark5,sharks,shark_group,title,episode-season,deal,episode,askedFor,exchangeForStake,valuation,season,Multiple_Entreprenuers
74,A magnetic skin with a decorative finish that can be applied to any appliance.,Home Improvement,Jan Augenstein, OH,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,Fridge Fronts,2-5,1,5,100000,30,333333,2,0
75,A new kind of broom with a built-in scraper.,Storage and Cleaning Products,Shane Pannell, AZ,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,Sweep Easy,2-6,1,6,40000,25,160000,2,0
76,"Accessories for casual golfers. The flagship product is the Par 6 cooler, which can keep a six-pack of beer stored in the shoe pocket of any golf bag.",Golf Products,Melissa and Ben Fossey, MN,0,short,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,Caddy Swag,2-6,0,6,60000,20,300000,2,1
77,Cakes made from scratch from family recipes. They ship nationwide and orders can be placed online.,Specialty Food,Kim Nelson, SC,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,Daisy Cakes,2-6,1,6,50000,25,200000,2,0
78,Designer hospital gowns for expecting moms.,Maternity,Deidrea Haysel, MD,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,Hot Mama Gowns,2-6,0,6,30000,20,150000,2,0
79,"An impact-resistant hydration system that attaches to shoulder pads, aimed at football players in training.",Fitness Apparel and Accessories,Chris Spencer, TX,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Jeff Foxworthy', 'Daymond John']",3,Hydromax,2-7,1,7,50000,25,200000,2,0
80,A mobile entertainment company running specialized vehicles with movie theaters and video games.,Entertainment,Stuart and David Pikoff, TX,1,short,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Jeff Foxworthy', 'Daymond John']",3,Games2U,2-7,0,7,500000,10,5000000,2,1
81,"A barf bag worn around the neck, for small children who are prone to carsickness.",Baby and Child Care,Les Cookson, CA,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Jeff Foxworthy', 'Daymond John']",3,Carsik Bib,2-7,0,7,30000,15,200000,2,0
82,A push mower marketed as a more eco-friendly alternative than powered mowers.,Gardening,Andy Humphrey, MD,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Jeff Foxworthy', 'Daymond John']",3,Ecomowers,2-7,0,7,90000,20,450000,2,0
83,"A line of candles that come in ""manly"" scents of pot roast, golf course, football, popcorn and draft beer, among others.",Home Accessories,Johnson Bailey, OK,0,short,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Man Candle,2-8,0,8,50000,25,200000,2,0
84,Non-stick fabric aisle runners for wedding ceremonies and special events.,Weddings,Julie Goldman, NJ,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Original Runner Company,2-8,0,8,250000,15,1666667,2,0
85,"The Rocket, the company's flagship product, can turn anything into a speaker through its vibrations.",Electronics,Jason Lucash and Michael Szymczak, CA,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Origaudio,2-8,1,8,150000,15,1000000,2,1
86,"The patented CitiKitty Cat Toilet Training Kit uses a proven, disappearing litter box technique that has successfully toilet trained cats for decades. CitiKitty's specially-designed training seat fits ALL toilets and transitions cats of all age, size, and breed from litter box to toilet. Any healthy cat, three months of age or older that is successfully using a litter box is a candidate for toilet training.",Pet Products,Rebecca Rescate, PA,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,CitiKitty,2-9,1,9,100000,15,666667,2,0
87,T-shirts for expectant moms that display the due date.,Women's Apparel,Kim Preis, IL,0,short,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,Samson Martin,2-9,0,9,50000,15,333333,2,0
88,Shoes with interchangeable uppers allowing the user to easily vary their look.,Women's Shoes,Dominique McClain Barteet, FL,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Kevin Harrington']",1,One Sole,2-9,1,9,500000,20,2500000,2,0
89,A water container that unscrews from the bottom as well as the top for ease of cleaning.,Water Bottles,Dave Mayer, CA,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,The Clean Bottle,3-1,1,1,60000,5,1200000,3,0
90,A website where people can pre-purchase a night out on the town without the fear of getting turned away from a venue.,Entertainment,Alashe Nelson, FL,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,EZ VIP,3-1,1,1,150000,15,1000000,3,0
91,Professional ghost-writing services company.,Professional Services,Michael Levin, CA,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Business Ghost,3-1,0,1,200000,10,2000000,3,0
92,Personalized services for planning your own funeral in advance. They have partnered with a large insurance company for a plan that gives people the opportunity to prepay for their funeral.,Consumer Services,Nancy Bush and Sue Kruskopf, MN,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,My Wonderful Life,3-1,0,1,100000,10,1000000,3,1
93,"An online service where people can buy made-to-order cartoon drawings of cats, which are posted to the website.",Online Services,Steve Gadlin, IL,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,I Want to Draw a Cat for You,3-2,1,2,10000,25,40000,3,0
94,A cargo management system that can transform a pickup truck into a bigger cargo-carrying vehicle in about 30 seconds with racks that fold out of the back bed.,Automotive,Donny McCall, NC,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Invis-A-Rack,3-2,0,2,100000,10,1000000,3,0
95,"Chord Buddy is a one-of-a-kind learning system for the guitar that gets you playing from day one. Attach these tabs to your acoustic or electric guitar (right-handed only, sorry!) and you're ready to make music. Chord Buddy basically turns your real-life guitar into one as easy to play as those in your favorite Rock Band or Guitar Hero games. One at a time, you remove hte tabs and learn to play the chords on your own. Using the included instruction book, songbook, and DVD with two-month lesson plan, you can learn over 100 songs on your own!",Music,Travis Perry, AL,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Chord Buddy,3-3,1,3,125000,10,1250000,3,0
96,"Liquid Money answers the question: what if I smelled like a million bucks, instead of just looking like it? Not literally though! That would be unfortunate. Liquid Money for Him is formulated to smell like success. The fragrance opens with a woodsy aroma that gives way to notes of citrus, rosemary, grass, and ocean breeze. The company was founded and is led by Pat McCarthy, a sales executive with experience at top enterprise software companies. Liquid Money's website even asserts the product is used at Microsoft, salesforce, and SAP. Not to forget the ladies, Liquid Money is also available in a women's formulation. All products come in a box packed with real shredded US dollar bills, just to really drive home the point!",Novelties,Pat McCarthy, FL,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,Liquid Money,3-3,0,3,100000,5,2000000,3,0
97,"You Smell Soap is luxurious without taking itself too seriously. Made natural ingredients like shea butter and olive oil, You Smell Soap is fragrant yet gentle and soothing on the skin. Made with shea butter and olive oil, these bars create an unmatched soft and creamy lather. You Smell Soap is naturally fragrant yet gentle and soothing on your skin. Each bar comes wrapped in its signature ""You Smell"" packaging that is vintage-inspired and truly conversation-sparking. You Smell Soap is vegan and free of parabens, phthalates, and gluten.",Personal Care and Cosmetics,Megan Cummins, TX,1,medium,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Barbara Corcoran', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",2,You Smell Soap,3-3,1,3,55000,20,275000,3,0
98,A canine-friendly cake mix that is safe for dogs to eat.,Pet Products,Kelly Chaney, PA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Puppy Cake,3-4,0,4,50000,25,200000,3,0
99,A comfy outfit that combines a sweatshirt and a blanket.,Undergarments and Basics,Ivori Tennelle, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,The Swilt,3-4,0,4,30000,35,85714,3,0
100,Wine Balloon (now sold under the name Air Cork) A product that preserves wine inside any already-opened bottle. It works by inflating a balloon inside the bottle to crowd out the air and prevent it from being in contact with the wine.,Wine Accessories,Eric Corti, OH,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Wine Balloon,3-4,1,4,40000,30,133333,3,0
101,A towel that is designed like a poncho so that kids can change out of their wet bathing suits without anyone seeing.,Baby and Children's Apparel and Accessories,Shelly Ehler, CA,1,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Show No,3-4,1,4,50000,25,200000,3,0
102,"A water-resistant and, even better, racoon-resistant fabric cover for garbage bins of all sizes.",Storage and Cleaning Products,Kevin and Melissa Kiernan, RI,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,The Last Lid,3-5,1,5,40000,20,200000,3,1
103,A wedge-styled pillow specially designed for women with large breasts so they can lie on their stomachs comfortably,Novelties,Amanda Schlechter, FL,0,short,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Ledge Pillow,3-5,0,5,30000,25,120000,3,0
104,Designer whole-leaf teas and accessories.,Specialty Food,Steve Nakisher and Shane Talbott, CA,1,medium,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,"['Lori Greiner', 'Robert Herjavec', ""Kevin O'Leary"", 'Daymond John', 'Mark Cuban']",4,Talbott Teas,3-5,1,5,250000,20,1250000,3,1
